"fid","X","Y","pud","area","peri_area","prox","cult_sites","facility","road_prox","line_sight"
0,270542.9846,1221169.26,1,NA,NA,NA,0,0,25863.080078125,5.91119194030762
1,291542.9846,1222169.26,1,NA,NA,NA,0,0,NA,0
2,271542.9846,1223169.26,1,NA,NA,NA,0,0,25073.912109375,2.99840950965881
3,283542.9846,1225169.26,1,NA,NA,NA,2.87394159386167e-05,0,26280.078125,56.5205001831055
4,268542.9846,1226169.26,11,NA,NA,NA,0,0,26082.947265625,27.4681568145752
5,310542.9846,1227169.26,1,NA,NA,NA,0,0,NA,0
6,298542.9846,1229169.26,1,NA,NA,NA,0,0,NA,0
7,267542.9846,1233169.26,1,NA,NA,NA,0.00425988202914596,0,25700.990234375,2.68133687973022
8,268542.9846,1233169.26,5,NA,NA,NA,0.00425129663199186,0,24760.923828125,0.693199992179871
9,267542.9846,1235169.26,3,NA,NA,NA,0,0,25974.873046875,16.372257232666
10,295542.9846,1239169.26,1,NA,NA,NA,0,0,NA,0
11,287542.9846,1243169.26,1,NA,NA,NA,0,0,NA,0
12,262542.9846,1244169.26,1,NA,NA,NA,0,0,23892.181640625,69.4141387939453
13,263542.9846,1244169.26,2,NA,NA,NA,0,0,24876.880859375,21.4250774383545
14,265542.9846,1245169.26,2,NA,NA,NA,0.993733286857605,3.97493314743042,25935.111328125,50.9114151000977
15,297542.9846,1245169.26,1,NA,NA,NA,0,0,22517.142578125,0
16,264542.9846,1246169.26,1,1.44000005722046,0.0375000014901161,0,0.974067389965057,0.0266179628670216,25739.90234375,27.6431465148926
17,277542.9846,1247169.26,1,NA,NA,NA,0,0,NA,0
18,271542.9846,1249169.26,1,NA,NA,NA,0,0,26312.841796875,21.3369369506836
19,266542.9846,1252169.26,1,NA,NA,NA,0,0,21943.599609375,0.821819841861725
20,273542.9846,1252169.26,1,NA,NA,NA,0,0,26408.39453125,2.52184987068176
21,257542.9846,1253169.26,2,NA,NA,NA,0,0,NA,0
22,265542.9846,1253169.26,2,NA,NA,NA,0,0,20690.58984375,0
23,266542.9846,1253169.26,1,NA,NA,NA,0,0,20946.849609375,0
24,302542.9846,1255169.26,1,NA,NA,NA,0,0,21892.361328125,1.50953376293182
25,310542.9846,1255169.26,25,NA,NA,NA,0,0,NA,0
26,285542.9846,1257169.26,15,NA,NA,NA,0.99579131603241,0.011964219622314,26408.541015625,11.1016912460327
27,295542.9846,1258169.26,2,NA,NA,NA,0,0,22595.36328125,5
28,291542.9846,1259169.26,1,NA,NA,NA,0,0,25081.505859375,2.75918126106262
29,310542.9846,1259169.26,1,NA,NA,NA,0,0,NA,0
30,286542.9846,1260169.26,1,NA,NA,NA,0,0,24554.794921875,41.015193939209
31,290542.9846,1261169.26,2,NA,NA,NA,0,0,25570.6875,3.23867416381836
32,292542.9846,1261169.26,2,NA,NA,NA,0,0,26351.689453125,0.588179349899292
33,305542.9846,1261169.26,1,NA,NA,NA,0,0,22859.27734375,0
34,295542.9846,1262169.26,1,NA,NA,NA,0,0,26296.775390625,17.2686462402344
35,304542.9846,1262169.26,1,NA,NA,NA,0,0,24199.716796875,0
36,308542.9846,1262169.26,1,NA,NA,NA,0,0,22285.296875,12.7235279083252
37,305542.9846,1263169.26,1,NA,NA,NA,0,0,24577.3125,0
38,303542.9846,1264169.26,14,NA,NA,NA,0,0,26408.111328125,6.14828681945801
39,300542.9846,1265169.26,1,NA,NA,NA,0,0,24888.5078125,0
40,311542.9846,1268169.26,2,NA,NA,NA,0,0,25652.076171875,19.9976577758789
41,314542.9846,1273169.26,1,NA,NA,NA,0,0,26001.37890625,5.84833240509033
42,272542.9846,1274169.26,15,NA,NA,NA,0,0,22916.115234375,31.3173561096191
43,315542.9846,1274169.26,2,NA,NA,NA,0,0,26394.248046875,21.7370223999023
44,315542.9846,1275169.26,1,NA,NA,NA,0,0,26208.748046875,11.2031545639038
45,316542.9846,1276169.26,2,NA,NA,NA,0,0,25946.212890625,23.1688899993896
46,317542.9846,1276169.26,1,NA,NA,NA,0,0,25070.44921875,69.5663375854492
47,309542.9846,1277169.26,1,NA,NA,NA,0,0,NA,0
48,316542.9846,1277169.26,6,NA,NA,NA,0.00572854932397604,0,26393.767578125,45.889965057373
49,308542.9846,1278169.26,1,NA,NA,NA,0,0,NA,0
50,318542.9846,1278169.26,1,NA,NA,NA,0,0,25575.482421875,44.1296272277832
51,319542.9846,1278169.26,5,NA,NA,NA,0,0,24639.34375,10.6265773773193
52,310542.9846,1279169.26,1,NA,NA,NA,0,0,NA,3.94872450828552
53,315542.9846,1279169.26,1,NA,NA,NA,0.000171338237123564,0,25299.34765625,26.1862010955811
54,316542.9846,1279169.26,1,NA,NA,NA,0.0142311425879598,0.00397332804277539,25190.099609375,35.1161651611328
55,318542.9846,1279169.26,7,NA,NA,NA,0,0,25884.63671875,54.427116394043
56,319542.9846,1279169.26,1,NA,NA,NA,0,0.00198672106489539,25382.546875,28.6746234893799
57,321542.9846,1279169.26,136,NA,NA,NA,2.9879846572876,0.0120154032483697,24349.5,41.1622543334961
58,322542.9846,1279169.26,7,NA,NA,NA,2,0.99798458814621,25013.265625,112.846817016602
59,323542.9846,1279169.26,6,NA,NA,NA,2,0.00798459630459547,25984.890625,138.974548339844
60,324542.9846,1279169.26,6,NA,NA,NA,0,0,25911.484375,52.3812255859375
61,309542.9846,1280169.26,1,NA,NA,NA,0,0,22401.279296875,1.60643196105957
62,312542.9846,1280169.26,1,NA,NA,NA,0,0,24697.15625,24.9579925537109
63,313542.9846,1280169.26,2,NA,NA,NA,0,0,25687.9921875,24.0892906188965
64,318542.9846,1280169.26,1,NA,NA,NA,0,0.994259893894196,26098.484375,136.999603271484
65,319542.9846,1280169.26,1,NA,NA,NA,0,0.992267608642578,26161.421875,182.966674804688
66,321542.9846,1280169.26,32,NA,NA,NA,1.05338788032532,0.0711766183376312,25369.703125,29.311897277832
67,322542.9846,1280169.26,1,NA,NA,NA,4.96344614028931,3.09178400039673,25369.634765625,124.724533081055
68,323542.9846,1280169.26,35,NA,NA,NA,1.10573494434357,3.0633704662323,26077.6875,131.528625488281
69,324542.9846,1280169.26,6,NA,NA,NA,1.02328872680664,5.09127330780029,25744.3359375,84.5559310913086
70,325542.9846,1280169.26,2,NA,NA,NA,1.99025225639343,5.98648118972778,25183.228515625,171.477264404297
71,326542.9846,1280169.26,45,NA,NA,NA,0.0216176453977823,4.98511600494385,25183.25390625,27.1018924713135
72,327542.9846,1280169.26,2,NA,NA,NA,0,1.97029805183411,25183.05078125,81.6626815795898
73,301542.9846,1281169.26,13,NA,NA,NA,0,0,NA,0
74,313542.9846,1281169.26,1,NA,NA,NA,0,0,25598.666015625,14.4664011001587
75,316542.9846,1281169.26,5,NA,NA,NA,8.58538169268286e-06,0.00425988202914596,24603.9453125,3.18313193321228
76,317542.9846,1281169.26,1,NA,NA,NA,0.00422586873173714,0.00425988202914596,24740.115234375,0
77,318542.9846,1281169.26,2,NA,NA,NA,0,0.00425988202914596,25339.14453125,11.3116340637207
78,319542.9846,1281169.26,2,NA,NA,NA,0,0.00625811470672488,26098.791015625,41.3610076904297
79,321542.9846,1281169.26,3,NA,NA,NA,1.97201645374298,6.13012933731079,26359.73828125,231.236419677734
80,322542.9846,1281169.26,7,NA,NA,NA,0.0493605211377144,18.9218082427979,26359.748046875,129.238571166992
81,323542.9846,1281169.26,80,NA,NA,NA,13.8334493637085,13.9928941726685,26178.93359375,58.1617240905762
82,324542.9846,1281169.26,97,NA,NA,NA,2.96760296821594,18.760950088501,26081.443359375,13.7812023162842
83,325542.9846,1281169.26,6,NA,NA,NA,1.00424265861511,4.00249052047729,26173.3203125,57.0658187866211
84,326542.9846,1281169.26,14,NA,NA,NA,0.995808124542236,1.04092526435852,26173.3203125,15.3960304260254
85,327542.9846,1281169.26,4,NA,NA,NA,0,0.992193281650543,26173.302734375,199.683578491211
86,319542.9846,1282169.26,2,NA,NA,NA,0,2.87394159386167e-05,25913.755859375,20.159595489502
87,320542.9846,1282169.26,21,NA,NA,NA,0,0.0141460224986076,25951.3828125,14.6007680892944
88,321542.9846,1282169.26,16,NA,NA,NA,2.03518962860107,4.11365556716919,25858.318359375,167.836822509766
89,322542.9846,1282169.26,49,NA,NA,NA,4.93108940124512,11.1834688186646,25765.111328125,134.074722290039
90,323542.9846,1282169.26,654,NA,NA,NA,6.1046142578125,45.2687759399414,25913.849609375,126.159805297852
91,324542.9846,1282169.26,572,NA,NA,NA,6.91892957687378,97.7290344238281,26324.390625,25.8992595672607
92,325542.9846,1282169.26,14,NA,NA,NA,4.93302726745605,5.96543407440186,25782.91796875,66.9747161865234
93,326542.9846,1282169.26,14,NA,NA,NA,0.0536135695874691,2.99543404579163,25676.681640625,11.2694272994995
94,297542.9846,1283169.26,1,NA,NA,NA,0,0,NA,0
95,316542.9846,1283169.26,1,NA,NA,NA,0,1.99826753139496,24389.513671875,0.338306397199631
96,317542.9846,1283169.26,7,NA,NA,NA,0,3.96690201759338,24492.822265625,1.9121036529541
97,318542.9846,1283169.26,17,NA,NA,NA,0.0239618364721537,0,25485.63671875,18.8076553344727
98,319542.9846,1283169.26,9,NA,NA,NA,1.99024069309235,0,26385.802734375,97.5718841552734
99,321542.9846,1283169.26,25,NA,NA,NA,3.92925381660461,17.3497104644775,25972.818359375,142.444519042969
100,322542.9846,1283169.26,77,NA,NA,NA,0.0220537520945072,52.6749458312988,26054.849609375,138.09001159668
101,323542.9846,1283169.26,378,NA,NA,NA,10.8552265167236,33.9842796325684,26138.68359375,167.994079589844
102,324542.9846,1283169.26,146,NA,NA,NA,0.0477857328951359,2.02435898780823,26394.76953125,103.443412780762
103,325542.9846,1283169.26,10,NA,NA,NA,3.97904324531555,4.97732257843018,26325.8046875,82.7045135498047
104,326542.9846,1283169.26,50,NA,NA,NA,4.96336078643799,7.93595695495605,26226.486328125,14.2997627258301
105,327542.9846,1283169.26,1,NA,NA,NA,1.00560212135315,6.90515422821045,26389.50390625,31.714225769043
106,328542.9846,1283169.26,1,NA,NA,NA,0.992256045341492,0.994259893894196,26148.076171875,79.492805480957
107,330542.9846,1283169.26,2,NA,NA,NA,0,0,26138.1015625,56.0022315979004
108,387542.9846,1283169.26,1,NA,NA,NA,0,0,23302.345703125,18.383358001709
109,306542.9846,1284169.26,1,NA,NA,NA,0,0,22990.984375,10.6570224761963
110,317542.9846,1284169.26,1,NA,NA,NA,0,1.01271164417267,24989.2421875,35.7694091796875
111,319542.9846,1284169.26,2,NA,NA,NA,1.00223588943481,0,26193.884765625,19.4716110229492
112,321542.9846,1284169.26,12,NA,NA,NA,0.0168347917497158,3.06148099899292,25018.025390625,4.8684458732605
113,322542.9846,1284169.26,71,NA,NA,NA,0.0021012572105974,3.21684455871582,25064.60546875,54.3910522460938
114,323542.9846,1284169.26,99,NA,NA,NA,1.03427410125732,5.10828161239624,25558.251953125,135.717376708984
115,324542.9846,1284169.26,45,NA,NA,NA,0.000204736817977391,0.00867331679910421,26399.13671875,162.282867431641
116,325542.9846,1284169.26,8,NA,NA,NA,0.0170481149107218,0.0233319848775864,25888.826171875,76.9070663452148
117,326542.9846,1284169.26,4,NA,NA,NA,0.021265396848321,1.02176654338837,25624.064453125,55.0562782287598
118,327542.9846,1284169.26,12,NA,NA,NA,1.97181165218353,2.98083972930908,25459.244140625,151.486679077148
119,330542.9846,1284169.26,1,NA,NA,NA,0,0,25611.009765625,99.8842926025391
120,331542.9846,1284169.26,1,NA,NA,NA,0,0,26368.966796875,17.281063079834
121,311542.9846,1285169.26,1,NA,NA,NA,0.000113859408884309,0,26352.6015625,24.4658756256104
122,318542.9846,1285169.26,1,NA,NA,NA,0.000171338237123564,0,25973.8046875,42.4886856079102
123,319542.9846,1285169.26,2,NA,NA,NA,0.0142311425879598,0,25994.615234375,56.353874206543
124,321542.9846,1285169.26,19,NA,NA,NA,0,0.0427796468138695,24054.8046875,18.0507068634033
125,322542.9846,1285169.26,5,NA,NA,NA,2.87394159386167e-05,0.0428371243178844,24503.044921875,76.8967819213867
126,323542.9846,1285169.26,39,60.75,0.0143209872767329,13,0.0141460224986076,0.0710716918110847,25426.056640625,154.396545410156
127,324542.9846,1285169.26,8,NA,NA,NA,0.0236881300806999,0,26394.7578125,206.59619140625
128,325542.9846,1285169.26,161,NA,NA,NA,1.96750688552856,2.87394159386167e-05,26182.42578125,155.583724975586
129,326542.9846,1285169.26,130,NA,NA,NA,0.0157414749264717,0.0141460224986076,25902.716796875,23.1192893981934
130,327542.9846,1285169.26,2,NA,NA,NA,0.0281770881265402,0.0422656312584877,24884.240234375,117.535400390625
131,331542.9846,1285169.26,1,NA,NA,NA,0,0.0019866640213877,26053.173828125,6.93776702880859
132,368542.9846,1285169.26,1,NA,NA,NA,0,0,25567.109375,80.9592819213867
133,315542.9846,1286169.26,1,NA,NA,NA,6.89698281348683e-05,0,25385.087890625,13.3790826797485
134,318542.9846,1286169.26,1,NA,NA,NA,0.982313454151154,0,26037.6875,74.2865753173828
135,320542.9846,1286169.26,2,NA,NA,NA,0,0,24665.5859375,94.4283294677734
136,322542.9846,1286169.26,3,NA,NA,NA,0,0,25331.759765625,113.846458435059
137,323542.9846,1286169.26,21,NA,NA,NA,0,0,25887,177.809234619141
138,324542.9846,1286169.26,15,NA,NA,NA,0,0,26294.6875,217.795181274414
139,325542.9846,1286169.26,42,NA,NA,NA,0,0,25639.9453125,176.987838745117
140,326542.9846,1286169.26,3,71.4599990844727,0.0135180521756411,58,0,0,25233.71484375,176.921417236328
141,327542.9846,1286169.26,1,NA,NA,NA,0,0,24537.4296875,198.664672851562
142,330542.9846,1286169.26,1,NA,NA,NA,0,0.00567114818841219,24714.185546875,3.96303105354309
143,332542.9846,1286169.26,12,NA,NA,NA,0,0.00569428550079465,26337.806640625,18.5061340332031
144,370542.9846,1286169.26,10,NA,NA,NA,0,0,26065.177734375,29.9453201293945
145,293542.9846,1287169.26,2,NA,NA,NA,0,0,NA,0
146,313542.9846,1287169.26,3,NA,NA,NA,0,0,24720.36328125,48.0730781555176
147,315542.9846,1287169.26,3,NA,NA,NA,0.011964219622314,0,24402.841796875,40.2968902587891
148,316542.9846,1287169.26,2,NA,NA,NA,0.993733286857605,0,24726.1875,44.06103515625
149,317542.9846,1287169.26,1,NA,NA,NA,0.00795058347284794,0,24955.560546875,16.8148040771484
150,319542.9846,1287169.26,1,NA,NA,NA,0,0,24705.017578125,117.658218383789
151,322542.9846,1287169.26,22,NA,NA,NA,0,0,26211.234375,192.458724975586
152,323542.9846,1287169.26,31,NA,NA,NA,0,0,26299.884765625,222.900527954102
153,324542.9846,1287169.26,4,NA,NA,NA,0,0,26394.76171875,216.014358520508
154,326542.9846,1287169.26,26,NA,NA,NA,0,0,24461.98828125,78.4744644165039
155,328542.9846,1287169.26,1,124.919998168945,0.00787704158574343,0,0,0,23154.326171875,6.104896068573
156,332542.9846,1287169.26,3,NA,NA,NA,0,0.987789511680603,26008.39453125,6.72249937057495
157,313542.9846,1288169.26,7,NA,NA,NA,0,0,24561.671875,38.4312133789062
158,321542.9846,1288169.26,110,NA,NA,NA,1.97148025035858,0,26157.291015625,175.730163574219
159,322542.9846,1288169.26,38,NA,NA,NA,1.96750688552856,0,26069.486328125,192.700500488281
160,323542.9846,1288169.26,9,NA,NA,NA,0.0157414749264717,0,26322.216796875,234.748474121094
161,324542.9846,1288169.26,5,NA,NA,NA,0,0,26131.771484375,167.406280517578
162,325542.9846,1288169.26,2,NA,NA,NA,0,0,25183.337890625,149.878067016602
163,331542.9846,1288169.26,2,NA,NA,NA,0,2.87394159386167e-05,25819.0703125,31.054895401001
164,332542.9846,1288169.26,5,NA,NA,NA,0,0.0141460224986076,26227.919921875,10.2218065261841
165,337542.9846,1288169.26,2,NA,NA,NA,0,0,21537.439453125,2.39898753166199
166,310542.9846,1289169.26,1,NA,NA,NA,0,0,25348.736328125,11.1423778533936
167,311542.9846,1289169.26,4,NA,NA,NA,0,0,26290.908203125,24.7065582275391
168,315542.9846,1289169.26,1,NA,NA,NA,0,0,23113.998046875,190.365020751953
169,320542.9846,1289169.26,1,NA,NA,NA,0,0,24990.298828125,7.99464654922485
170,321542.9846,1289169.26,6,NA,NA,NA,0,0,25811.728515625,213.621765136719
171,322542.9846,1289169.26,14,NA,NA,NA,0,0,26243.0078125,207.765243530273
172,323542.9846,1289169.26,8,NA,NA,NA,0,0,25968.302734375,117.944282531738
173,324542.9846,1289169.26,1,NA,NA,NA,0,0,25923.15234375,79.8523559570312
174,332542.9846,1289169.26,3,NA,NA,NA,0,0,26222.474609375,23.2219772338867
175,355542.9846,1289169.26,2,NA,NA,NA,0,0,25787.0390625,25.9012470245361
176,312542.9846,1290169.26,1,NA,NA,NA,0.983775913715363,0,25382.154296875,37.9912414550781
177,313542.9846,1290169.26,2,NA,NA,NA,0,0,24433.720703125,6.03458595275879
178,318542.9846,1290169.26,11,NA,NA,NA,0,0,24836.599609375,13.4668960571289
179,321542.9846,1290169.26,11,NA,NA,NA,0,0,26357.765625,220.016082763672
180,322542.9846,1290169.26,4,NA,NA,NA,0,0,26180.642578125,194.956970214844
181,323542.9846,1290169.26,2,NA,NA,NA,0,0,26188.171875,171.137130737305
182,326542.9846,1290169.26,2,NA,NA,NA,0,0,23757.486328125,31.1138954162598
183,327542.9846,1290169.26,1,NA,NA,NA,0,0,22767.767578125,9.66725730895996
184,332542.9846,1290169.26,1,NA,NA,NA,0,0,26342.49609375,8.09298515319824
185,344542.9846,1290169.26,3,NA,NA,NA,0,0,20932.615234375,0
186,310542.9846,1291169.26,1,NA,NA,NA,0,0,25299.791015625,38.5984001159668
187,317542.9846,1291169.26,1,NA,NA,NA,0,0,25900.740234375,190.108642578125
188,318542.9846,1291169.26,2,NA,NA,NA,0,0,25776.365234375,221.654922485352
189,319542.9846,1291169.26,2,NA,NA,NA,0,0,25424.119140625,203.702377319336
190,320542.9846,1291169.26,3,NA,NA,NA,0,0,26083.9140625,193.868194580078
191,321542.9846,1291169.26,2,NA,NA,NA,0,0,26349.412109375,182.197448730469
192,322542.9846,1291169.26,38,NA,NA,NA,0,0,25667.400390625,163.708724975586
193,326542.9846,1291169.26,1,NA,NA,NA,0,0,23517.896484375,8
194,328542.9846,1291169.26,3,NA,NA,NA,0,0,22879.189453125,2.90785384178162
195,332542.9846,1291169.26,6,NA,NA,NA,0,0,26050.33203125,17.9696426391602
196,284542.9846,1292169.26,11,NA,NA,NA,0,0,NA,39.1813774108887
197,296542.9846,1292169.26,1,1786.05004882812,0.00347358686849475,1,0,0,NA,1.09894073009491
198,297542.9846,1292169.26,1,1786.05004882812,0.00347358686849475,1,0,0,NA,0.986197531223297
199,307542.9846,1292169.26,1,NA,NA,NA,0,0,23109.353515625,0
200,312542.9846,1292169.26,12,NA,NA,NA,0.982313454151154,0,26378.32421875,94.8537445068359
201,316542.9846,1292169.26,1,NA,NA,NA,1.00371313095093,0.00572854932397604,25945.94921875,71.2514190673828
202,317542.9846,1292169.26,15,NA,NA,NA,0.00803042948246002,4.58325230283663e-05,26193.953125,38.7294692993164
203,318542.9846,1292169.26,24,NA,NA,NA,0.00587805733084679,0,26121.6640625,57.846981048584
204,319542.9846,1292169.26,18,NA,NA,NA,0.0172203537076712,0,26344.58203125,156.51708984375
205,320542.9846,1292169.26,23,NA,NA,NA,0.0172203537076712,0,26215.59765625,177.76643371582
206,321542.9846,1292169.26,3,NA,NA,NA,0,0,26010.197265625,112.931365966797
207,322542.9846,1292169.26,1,NA,NA,NA,0,0,25709.80078125,111.53035736084
208,323542.9846,1292169.26,7,NA,NA,NA,0,0,26203.783203125,102.730285644531
209,332542.9846,1292169.26,2,NA,NA,NA,0,0,26315.28125,22.1868381500244
210,353542.9846,1292169.26,1,NA,NA,NA,0,0,23082.205078125,51.483829498291
211,310542.9846,1293169.26,1,NA,NA,NA,0,0,24500.4140625,56.4086952209473
