fid,transect_id,veg_type,transect_name,size_group,X,Y,distance_m,temp_oc,cooling_inten_oC,fvc,imper_surf,area,peri_area,prox
1086,16,Forest,ChurchForest2_Cultivated,Large-sized,337339.7283,1298927.384,40,27,5.6,0.683,0,7.1,0.014402817,0
1087,16,Forest,ChurchForest2_Cultivated,Large-sized,337335.6495,1298924.492,45,27,5.6,0.601,0,7.1,0.014402817,0
1088,16,Forest,ChurchForest2_Cultivated,Large-sized,337331.5399,1298921.645,50,27,5.6,0.592,0,7.1,0.014402817,0
1089,16,Forest,ChurchForest2_Cultivated,Large-sized,337327.3529,1298918.912,55,27,5.6,0.627,0,7.1,0.014402817,0
1090,16,Forest,ChurchForest2_Cultivated,Large-sized,337323.1659,1298916.179,60,27,5.6,0.635,0,7.1,0.014402817,0
1091,16,Forest,ChurchForest2_Cultivated,Large-sized,337318.9789,1298913.446,65,27.1,5.5,0.776,0,7.1,0.014402817,0
1092,16,Forest,ChurchForest2_Cultivated,Large-sized,337314.7919,1298910.713,70,27.2,5.4,0.782,0,7.1,0.014402817,0
1093,16,Forest,ChurchForest2_Cultivated,Large-sized,337310.4956,1298908.157,75,27.2,5.4,0.797,0,7.1,0.014402817,1.843
1094,16,Forest,ChurchForest2_Cultivated,Large-sized,337306.1786,1298905.635,80,27.2,5.4,0.89,0,7.1,0.014402817,4.365
1095,16,Forest,ChurchForest2_Cultivated,Large-sized,337301.8616,1298903.112,85,27.2,5.4,0.784,0,7.1,0.014402817,6.888
1096,16,Forest,ChurchForest2_Cultivated,Large-sized,337297.5446,1298900.59,90,27.2,5.4,0.677,0,7.1,0.014402817,9.41
1097,16,Forest,ChurchForest2_Cultivated,Large-sized,337293.2276,1298898.067,95,27.2,5.4,0.571,0,7.1,0.014402817,11.933
1098,16,Forest,ChurchForest2_Cultivated,Large-sized,337288.9106,1298895.544,100,27.3,5.3,0.464,0,7.1,0.014402817,14.49699032
1099,16,Forest,ChurchForest2_Cultivated,Large-sized,337284.6691,1298892.898,105,27.5,5.1,0.358,0,7.1,0.014402817,17.91359536
1100,16,Forest,ChurchForest2_Cultivated,Large-sized,337280.4427,1298890.226,110,27.6,5,0.251,0,7.1,0.014402817,21.96253763
1101,16,Forest,ChurchForest2_Cultivated,Large-sized,337276.2162,1298887.555,115,27.7,4.9,0.145,0,7.1,0.014402817,26.3395362
1102,16,Forest,ChurchForest2_Cultivated,Large-sized,337271.9898,1298884.883,120,27.7,4.9,0,0,7.1,0.014402817,30.90681143
1103,16,Forest,ChurchForest2_Cultivated,Large-sized,337267.7634,1298882.211,125,27.7,4.9,0,0,7.1,0.014402817,35.59065749
1104,16,Forest,ChurchForest2_Cultivated,Large-sized,337263.537,1298879.54,130,27.8,4.8,0,0,7.1,0.014402817,40.34974559
1105,16,Forest,ChurchForest2_Cultivated,Large-sized,337259.3106,1298876.868,135,27.8,4.8,0,0,7.1,0.014402817,45.1615843
1106,16,Forest,ChurchForest2_Cultivated,Large-sized,337255.2438,1298874.002,140,27.9,4.7,0,0,7.1,0.014402817,50.03847962
1107,16,Forest,ChurchForest2_Cultivated,Large-sized,337252.0948,1298870.124,145,28.1,4.5,0,0,7.1,0.014402817,55.01726604
1108,16,Forest,ChurchForest2_Cultivated,Large-sized,337249.033,1298866.171,150,28.2,4.4,0,0,7.1,0.014402817,59.99396911
1109,16,Forest,ChurchForest2_Cultivated,Large-sized,337245.9712,1298862.218,155,28.3,4.3,0,0,7.1,0.014402817,64.97426224
1110,16,Forest,ChurchForest2_Cultivated,Large-sized,337242.9093,1298858.265,160,28.5,4.1,0,0,7.1,0.014402817,69.957446
1111,16,Forest,ChurchForest2_Cultivated,Large-sized,337239.8475,1298854.312,165,28.5,4.1,0,0,7.1,0.014402817,74.94282221
1112,16,Forest,ChurchForest2_Cultivated,Large-sized,337236.7857,1298850.359,170,28.6,4,0,0,7.1,0.014402817,79.93003569
1113,16,Forest,ChurchForest2_Cultivated,Large-sized,337233.2617,1298846.859,175,28.6,4,0,0,7.1,0.014402817,84.88828287
1114,16,Forest,ChurchForest2_Cultivated,Large-sized,337229.3771,1298843.711,180,28.7,3.9,0,0,7.1,0.014402817,89.82965838
1115,16,Forest,ChurchForest2_Cultivated,Large-sized,337225.4925,1298840.563,185,28.8,3.8,0,0,7.1,0.014402817,94.77718357
1116,16,Forest,ChurchForest2_Cultivated,Large-sized,337221.6079,1298837.415,190,28.9,3.7,0,0,7.1,0.014402817,99.72994318
1117,16,Forest,ChurchForest2_Cultivated,Large-sized,337217.7233,1298834.267,195,29,3.6,0,0,7.1,0.014402817,104.6871943
1118,16,Forest,ChurchForest2_Cultivated,Large-sized,337213.4776,1298831.696,200,29,3.6,0,0,7.1,0.014402817,109.4860453
1119,16,Forest,ChurchForest2_Cultivated,Large-sized,337208.9461,1298829.583,205,29.1,3.5,0,0,7.1,0.014402817,114.1780565
1120,16,Forest,ChurchForest2_Cultivated,Large-sized,337204.4147,1298827.47,210,29.2,3.4,0,0,7.1,0.014402817,118.8950986
1121,16,Forest,ChurchForest2_Cultivated,Large-sized,337199.8832,1298825.356,215,29.2,3.4,0,0,7.1,0.014402817,123.635126
1122,16,Forest,ChurchForest2_Cultivated,Large-sized,337195.3518,1298823.243,220,29.3,3.3,0,0,7.1,0.014402817,128.3941541
1123,16,Forest,ChurchForest2_Cultivated,Large-sized,337190.8203,1298821.13,225,29.4,3.2,0,0,7.1,0.014402817,133.1709045
1124,16,Forest,ChurchForest2_Cultivated,Large-sized,337186.2889,1298819.017,230,29.4,3.2,0,0,7.1,0.014402817,137.9633957
1125,16,Forest,ChurchForest2_Cultivated,Large-sized,337182.756,1298815.786,235,29.5,3.1,0,0,7.1,0.014402817,142.7499679
1126,16,Forest,ChurchForest2_Cultivated,Large-sized,337180.1476,1298811.52,240,29.6,3,0,0,7.1,0.014402817,147.5325733
1127,16,Forest,ChurchForest2_Cultivated,Large-sized,337177.5392,1298807.254,245,29.6,3,0,0,7.1,0.014402817,152.3291569
1128,16,Forest,ChurchForest2_Cultivated,Large-sized,337174.9308,1298802.989,250,29.7,2.9,0,0,7.1,0.014402817,157.1377577
1129,16,Forest,ChurchForest2_Cultivated,Large-sized,337171.5106,1298799.436,255,29.9,2.7,0,0,7.1,0.014402817,162.0621363
1130,16,Forest,ChurchForest2_Cultivated,Large-sized,337167.6183,1298796.297,260,30,2.6,0,0,7.1,0.014402817,167.049851
1131,16,Forest,ChurchForest2_Cultivated,Large-sized,337163.726,1298793.159,265,30.1,2.5,0,0,7.1,0.014402817,172.037619
1132,16,Forest,ChurchForest2_Cultivated,Large-sized,337159.8338,1298790.02,270,30.2,2.4,0,0,7.1,0.014402817,177.0266647
1133,16,Forest,ChurchForest2_Cultivated,Large-sized,337156.0134,1298786.8,275,30.2,2.4,0,0,7.1,0.014402817,182.0182655
1134,16,Forest,ChurchForest2_Cultivated,Large-sized,337152.3933,1298783.351,280,30.4,2.2,0,0,7.1,0.014402817,187.0175743
1135,16,Forest,ChurchForest2_Cultivated,Large-sized,337148.7731,1298779.902,285,30.5,2.1,0,0,7.1,0.014402817,192.0169964
1136,16,Forest,ChurchForest2_Cultivated,Large-sized,337145.153,1298776.453,290,30.6,2,0,0,7.1,0.014402817,197.0163816
1137,16,Forest,ChurchForest2_Cultivated,Large-sized,337141.5329,1298773.004,295,30.6,2,0,0,7.1,0.014402817,202.0158009
1138,16,Forest,ChurchForest2_Cultivated,Large-sized,337137.9128,1298769.555,300,30.6,2,0,0,7.1,0.014402817,207.0152517
1139,16,Forest,ChurchForest2_Cultivated,Large-sized,337134.2927,1298766.106,305,30.6,2,0,0,7.1,0.014402817,212.0147318
1140,16,Forest,ChurchForest2_Cultivated,Large-sized,337130.6726,1298762.657,310,30.7,1.9,0,0,7.1,0.014402817,217.0142393
1141,16,Forest,ChurchForest2_Cultivated,Large-sized,337127.0525,1298759.209,315,30.7,1.9,0,0,7.1,0.014402817,222.0130929
1142,16,Forest,ChurchForest2_Cultivated,Large-sized,337123.4324,1298755.76,320,30.7,1.9,0,0,7.1,0.014402817,227.0126494
1143,16,Forest,ChurchForest2_Cultivated,Large-sized,337119.8122,1298752.311,325,30.8,1.8,0,0,7.1,0.014402817,232.0123014
1144,16,Forest,ChurchForest2_Cultivated,Large-sized,337116.1921,1298748.862,330,30.8,1.8,0,0,7.1,0.014402817,237.0119009
1145,17,Forest,AbayMadoMicka_City,Small-sized,327192.2851,1283530.096,0,28.3,4.3,0.759,0,2.9,0.013886207,169.2706439
1146,17,Forest,AbayMadoMicka_City,Small-sized,327193.2446,1283525.189,5,28.3,4.3,0.711,0,2.9,0.013886207,174.2620129
1147,17,Forest,AbayMadoMicka_City,Small-sized,327194.2041,1283520.282,10,28.3,4.3,0.71,0,2.9,0.013886207,179.253859
1148,17,Forest,AbayMadoMicka_City,Small-sized,327195.1636,1283515.375,15,28.3,4.3,0.754,0,2.9,0.013886207,184.2461435
1149,17,Forest,AbayMadoMicka_City,Small-sized,327196.1231,1283510.468,20,28.4,4.2,0.724,0,2.9,0.013886207,189.2388316
1150,17,Forest,AbayMadoMicka_City,Small-sized,327197.0826,1283505.561,25,28.4,4.2,0.728,0,2.9,0.013886207,194.2318922
1151,17,Forest,AbayMadoMicka_City,Small-sized,327198.0421,1283500.654,30,28.5,4.1,0.735,0,2.9,0.013886207,199.2252973
1152,17,Forest,AbayMadoMicka_City,Small-sized,327199.0017,1283495.747,35,28.6,4,0.802,0,2.9,0.013886207,204.2190457
1153,17,Forest,AbayMadoMicka_City,Small-sized,327199.9612,1283490.84,40,28.7,3.9,0.683,0,2.9,0.013886207,209.2130663
1154,17,Forest,AbayMadoMicka_City,Small-sized,327200.9207,1283485.932,45,28.7,3.9,0.601,0,2.9,0.013886207,214.2083339
1155,17,Forest,AbayMadoMicka_City,Small-sized,327201.8802,1283481.025,50,28.8,3.8,0.592,0,2.9,0.013886207,219.2028872
1156,17,Forest,AbayMadoMicka_City,Small-sized,327202.6856,1283476.099,55,28.9,3.7,0.627,0,2.9,0.013886207,224.1798792
1157,17,Forest,AbayMadoMicka_City,Small-sized,327202.9486,1283471.106,60,29.1,3.5,0.635,0.235,2.9,0.013886207,229.0966815
1158,17,Forest,AbayMadoMicka_City,Small-sized,327203.2115,1283466.113,65,29.3,3.3,0,0.176,2.9,0.013886207,234.0169834
1159,17,Forest,AbayMadoMicka_City,Small-sized,327203.4745,1283461.12,70,29.6,3,0,0.682,2.9,0.013886207,238.940613
1160,17,Forest,AbayMadoMicka_City,Small-sized,327204.0322,1283456.158,75,29.9,2.7,0,0.797,2.9,0.013886207,243.9022255
1161,17,Forest,AbayMadoMicka_City,Small-sized,327204.812,1283451.219,80,30.2,2.4,0,0.89,2.9,0.013886207,248.891481
1162,17,Forest,AbayMadoMicka_City,Small-sized,327205.5918,1283446.28,85,30.5,2.1,0,0.987,2.9,0.013886207,253.8811663
1163,17,Forest,AbayMadoMicka_City,Small-sized,327205.5198,1283441.349,90,30.7,1.9,0,0.977,2.9,0.013886207,258.6792918
1164,17,Forest,AbayMadoMicka_City,Small-sized,327204.6509,1283436.425,95,30.9,1.7,0,0.966,2.9,0.013886207,263.3089469
1165,17,Forest,AbayMadoMicka_City,Small-sized,327203.782,1283431.501,100,31,1.6,0,0.956,2.9,0.013886207,267.9519146
1166,17,Forest,AbayMadoMicka_City,Small-sized,327203.4577,1283426.521,105,31.1,1.5,0,0.945,2.9,0.013886207,272.7686586
1167,17,Forest,AbayMadoMicka_City,Small-sized,327203.2906,1283421.523,110,31.2,1.4,0,0.935,2.9,0.013886207,277.6393408
1168,17,Forest,AbayMadoMicka_City,Small-sized,327203.1234,1283416.526,115,31.3,1.3,0,0.924,2.9,0.013886207,282.5135684
1169,17,Forest,AbayMadoMicka_City,Small-sized,327202.3032,1283411.607,120,31.3,1.3,0,0.913,2.9,0.013886207,287.1958063
1170,17,Forest,AbayMadoMicka_City,Small-sized,327201.2865,1283406.712,125,31.4,1.2,0,0.903,2.9,0.013886207,291.8299163
1171,17,Forest,AbayMadoMicka_City,Small-sized,327200.2699,1283401.816,130,31.4,1.2,0,0.892,2.9,0.013886207,296.4769008
1172,17,Forest,AbayMadoMicka_City,Small-sized,327199.2532,1283396.92,135,31.5,1.1,0,0.882,2.9,0.013886207,301.1351924
1173,17,Forest,AbayMadoMicka_City,Small-sized,327198.2366,1283392.025,140,31.6,1,0,0.871,2.9,0.013886207,305.8033195
1174,17,Forest,AbayMadoMicka_City,Small-sized,327197.22,1283387.129,145,31.6,1,0,0.861,2.9,0.013886207,310.4827516
1175,17,Forest,AbayMadoMicka_City,Small-sized,327196.2033,1283382.234,150,31.7,0.9,0,0.85,2.9,0.013886207,315.1710388
1176,17,Forest,AbayMadoMicka_City,Small-sized,327195.1867,1283377.338,155,31.8,0.8,0,0.84,2.9,0.013886207,319.8697549
1177,17,Forest,AbayMadoMicka_City,Small-sized,327194.17,1283372.443,160,31.8,0.8,0,0.829,2.9,0.013886207,324.5764827
1178,17,Forest,AbayMadoMicka_City,Small-sized,327193.1534,1283367.547,165,31.9,0.7,0,0.819,2.9,0.013886207,329.292844
1179,17,Forest,AbayMadoMicka_City,Small-sized,327192.1368,1283362.652,170,31.9,0.7,0,0.808,2.9,0.013886207,334.0164772
1180,17,Forest,AbayMadoMicka_City,Small-sized,327191.1201,1283357.756,175,32,0.6,0,0.797,2.9,0.013886207,338.7490076
1181,17,Forest,AbayMadoMicka_City,Small-sized,327190.1035,1283352.86,180,32,0.6,0,0.787,2.9,0.013886207,343.4891415
1182,18,Forest,HamusitChurch_Cultivated,Medium-sized,340651.8041,1302985.389,0,26.8,5.8,0.822,0,6.2,0.01081129,0
1183,18,Forest,HamusitChurch_Cultivated,Medium-sized,340647.7161,1302982.51,5,26.8,5.8,0.819,0,6.2,0.01081129,0
1184,18,Forest,HamusitChurch_Cultivated,Medium-sized,340643.6282,1302979.631,10,26.8,5.8,0.817,0,6.2,0.01081129,0
1185,18,Forest,HamusitChurch_Cultivated,Medium-sized,340639.5402,1302976.752,15,26.8,5.8,0.814,0,6.2,0.01081129,0
1186,18,Forest,HamusitChurch_Cultivated,Medium-sized,340635.4523,1302973.873,20,26.9,5.7,0.812,0,6.2,0.01081129,0
1187,18,Forest,HamusitChurch_Cultivated,Medium-sized,340631.3643,1302970.994,25,26.9,5.7,0.809,0,6.2,0.01081129,0
1188,18,Forest,HamusitChurch_Cultivated,Medium-sized,340627.2764,1302968.115,30,26.9,5.7,0.797,0,6.2,0.01081129,0
1189,18,Forest,HamusitChurch_Cultivated,Medium-sized,340623.1884,1302965.236,35,26.9,5.7,0.784,0,6.2,0.01081129,0
1190,18,Forest,HamusitChurch_Cultivated,Medium-sized,340619.1005,1302962.357,40,26.9,5.7,0.672,0,6.2,0.01081129,0.8995
1191,18,Forest,HamusitChurch_Cultivated,Medium-sized,340615.0125,1302959.478,45,26.9,5.7,0.66,0,6.2,0.01081129,5.014742291
1192,18,Forest,HamusitChurch_Cultivated,Medium-sized,340610.9214,1302956.604,50,27,5.6,0.647,0,6.2,0.01081129,9.692976527
1193,18,Forest,HamusitChurch_Cultivated,Medium-sized,340606.8175,1302953.748,55,27,5.6,0.635,0,6.2,0.01081129,14.58992153
1194,18,Forest,HamusitChurch_Cultivated,Medium-sized,340602.7135,1302950.891,60,27,5.6,0.622,0,6.2,0.01081129,19.53962546
1195,18,Forest,HamusitChurch_Cultivated,Medium-sized,340598.6096,1302948.035,65,27.1,5.5,0.61,0,6.2,0.01081129,24.50939488
1196,18,Forest,HamusitChurch_Cultivated,Medium-sized,340594.5057,1302945.179,70,27.1,5.5,0.597,0,6.2,0.01081129,29.48934339
1197,18,Forest,HamusitChurch_Cultivated,Medium-sized,340590.4017,1302942.323,75,27.1,5.5,0.585,0,6.2,0.01081129,34.475146
1198,18,Forest,HamusitChurch_Cultivated,Medium-sized,340586.2978,1302939.467,80,27.1,5.5,0.572,0,6.2,0.01081129,39.46444443
1199,18,Forest,HamusitChurch_Cultivated,Medium-sized,340582.1939,1302936.611,85,27.2,5.4,0.56,0,6.2,0.01081129,44.45611902
1200,18,Forest,HamusitChurch_Cultivated,Medium-sized,340577.9415,1302934.024,90,27.2,5.4,0.547,0,6.2,0.01081129,49.43349065
1201,18,Forest,HamusitChurch_Cultivated,Medium-sized,340573.3341,1302932.082,95,27.2,5.4,0.535,0,6.2,0.01081129,54.37941657
1202,18,Forest,HamusitChurch_Cultivated,Medium-sized,340568.7268,1302930.139,100,27.3,5.3,0.523,0,6.2,0.01081129,59.33481574
1203,18,Forest,HamusitChurch_Cultivated,Medium-sized,340564.1194,1302928.197,105,27.3,5.3,0,0,6.2,0.01081129,64.29675159
1204,18,Forest,HamusitChurch_Cultivated,Medium-sized,340559.512,1302926.255,110,27.4,5.2,0,0,6.2,0.01081129,69.26415501
1205,18,Forest,HamusitChurch_Cultivated,Medium-sized,340554.9047,1302924.313,115,27.5,5.1,0,0,6.2,0.01081129,74.23584074
1206,18,Forest,HamusitChurch_Cultivated,Medium-sized,340550.2973,1302922.371,120,27.5,5.1,0,0,6.2,0.01081129,79.21116101
1207,18,Forest,HamusitChurch_Cultivated,Medium-sized,340545.6899,1302920.428,125,27.5,5.1,0,0,6.2,0.01081129,84.18986962
1208,18,Forest,HamusitChurch_Cultivated,Medium-sized,340541.0826,1302918.486,130,27.6,5,0,0,6.2,0.01081129,89.17044476
1209,18,Forest,HamusitChurch_Cultivated,Medium-sized,340536.4752,1302916.544,135,27.7,4.9,0,0,6.2,0.01081129,94.15315263
1210,18,Forest,HamusitChurch_Cultivated,Medium-sized,340531.8678,1302914.602,140,27.7,4.9,0,0,6.2,0.01081129,99.13759671
1211,18,Forest,HamusitChurch_Cultivated,Medium-sized,340527.2605,1302912.66,145,27.9,4.7,0,0,6.2,0.01081129,104.1234386
1212,18,Forest,HamusitChurch_Cultivated,Medium-sized,340523.1381,1302909.896,150,28,4.6,0,0,6.2,0.01081129,109.0533745
1213,18,Forest,HamusitChurch_Cultivated,Medium-sized,340519.2127,1302906.799,155,28.1,4.5,0,0,6.2,0.01081129,113.9667769
1214,18,Forest,HamusitChurch_Cultivated,Medium-sized,340515.2874,1302903.702,160,28.1,4.5,0,0,6.2,0.01081129,118.8873139
1215,18,Forest,HamusitChurch_Cultivated,Medium-sized,340511.362,1302900.605,165,28.2,4.4,0,0,6.2,0.01081129,123.8143007
1216,18,Forest,HamusitChurch_Cultivated,Medium-sized,340507.4366,1302897.508,170,28.4,4.2,0,0,6.2,0.01081129,128.7469187
1217,18,Forest,HamusitChurch_Cultivated,Medium-sized,340503.5112,1302894.411,175,28.5,4.1,0,0,6.2,0.01081129,133.6845445
1218,18,Forest,HamusitChurch_Cultivated,Medium-sized,340499.5859,1302891.314,180,28.5,4.1,0,0,6.2,0.01081129,138.6265562
1219,18,Forest,HamusitChurch_Cultivated,Medium-sized,340495.6605,1302888.217,185,28.6,4,0,0,6.2,0.01081129,143.5726657
1220,18,Forest,HamusitChurch_Cultivated,Medium-sized,340491.7351,1302885.12,190,28.8,3.8,0,0,6.2,0.01081129,148.5223854
1221,18,Forest,HamusitChurch_Cultivated,Medium-sized,340487.8098,1302882.023,195,28.9,3.7,0,0,6.2,0.01081129,153.4752798
1222,18,Forest,HamusitChurch_Cultivated,Medium-sized,340483.4199,1302879.667,200,28.9,3.7,0,0,6.2,0.01081129,158.4535093
1223,18,Forest,HamusitChurch_Cultivated,Medium-sized,340479.582,1302876.462,205,29,3.6,0,0,6.2,0.01081129,163.3885313
1224,18,Forest,HamusitChurch_Cultivated,Medium-sized,340475.7442,1302873.257,210,29.1,3.5,0,0,6.2,0.01081129,168.3273118
1225,18,Forest,HamusitChurch_Cultivated,Medium-sized,340471.9063,1302870.052,215,29.1,3.5,0,0,6.2,0.01081129,173.2696935
1226,18,Forest,HamusitChurch_Cultivated,Medium-sized,340468.0685,1302866.847,220,29.3,3.3,0,0,6.2,0.01081129,178.2152129
1227,18,Forest,HamusitChurch_Cultivated,Medium-sized,340464.2306,1302863.643,225,29.4,3.2,0,0,6.2,0.01081129,183.1632535
1228,18,Forest,HamusitChurch_Cultivated,Medium-sized,340460.3928,1302860.438,230,29.5,3.1,0,0,6.2,0.01081129,188.1144602
1229,18,Forest,HamusitChurch_Cultivated,Medium-sized,340456.5549,1302857.233,235,29.5,3.1,0,0,6.2,0.01081129,193.0682703
1230,18,Forest,HamusitChurch_Cultivated,Medium-sized,340452.7171,1302854.028,240,29.5,3.1,0,0,6.2,0.01081129,198.0243253
1231,18,Forest,HamusitChurch_Cultivated,Medium-sized,340448.8792,1302850.823,245,29.6,3,0,0,6.2,0.01081129,202.9826237
1232,18,Forest,HamusitChurch_Cultivated,Medium-sized,340445.0414,1302847.618,250,29.6,3,0,0,6.2,0.01081129,207.9428422
1233,18,Forest,HamusitChurch_Cultivated,Medium-sized,340441.2035,1302844.414,255,29.7,2.9,0,0,6.2,0.01081129,212.9044664
1234,18,Forest,HamusitChurch_Cultivated,Medium-sized,340437.3657,1302841.209,260,29.8,2.8,0,0,6.2,0.01081129,217.8682841
1235,18,Forest,HamusitChurch_Cultivated,Medium-sized,340433.5278,1302838.004,265,29.8,2.8,0,0,6.2,0.01081129,222.8338067
1236,18,Forest,HamusitChurch_Cultivated,Medium-sized,340429.69,1302834.799,270,29.9,2.7,0,0,6.2,0.01081129,227.8007605
1237,18,Forest,HamusitChurch_Cultivated,Medium-sized,340425.8521,1302831.594,275,30,2.6,0,0,6.2,0.01081129,232.769216
1238,18,Forest,HamusitChurch_Cultivated,Medium-sized,340421.4914,1302829.182,280,30.1,2.5,0,0,6.2,0.01081129,237.7372781
1239,18,Forest,HamusitChurch_Cultivated,Medium-sized,340417.0353,1302826.914,285,30.2,2.4,0,0,6.2,0.01081129,242.7067219
1240,18,Forest,HamusitChurch_Cultivated,Medium-sized,340412.5792,1302824.646,290,30.2,2.4,0,0,6.2,0.01081129,247.6773982
1241,18,Forest,HamusitChurch_Cultivated,Medium-sized,340408.1231,1302822.378,295,30.3,2.3,0,0,6.2,0.01081129,252.6492344
1242,18,Forest,HamusitChurch_Cultivated,Medium-sized,340403.6671,1302820.11,300,30.5,2.1,0,0,6.2,0.01081129,257.6220793
1243,18,Forest,HamusitChurch_Cultivated,Medium-sized,340399.211,1302817.842,305,30.5,2.1,0,0,6.2,0.01081129,262.5960386
1244,18,Forest,HamusitChurch_Cultivated,Medium-sized,340394.7549,1302815.575,310,30.6,2,0,0,6.2,0.01081129,267.5704313
1245,18,Forest,HamusitChurch_Cultivated,Medium-sized,340390.2988,1302813.307,315,30.7,1.9,0,0,6.2,0.01081129,272.5462851
1246,18,Forest,HamusitChurch_Cultivated,Medium-sized,340385.8428,1302811.039,320,30.7,1.9,0,0,6.2,0.01081129,277.5229249
1247,18,Forest,HamusitChurch_Cultivated,Medium-sized,340381.3867,1302808.771,325,30.7,1.9,0,0,6.2,0.01081129,282.5004732
1248,18,Forest,HamusitChurch_Cultivated,Medium-sized,340376.9306,1302806.503,330,30.7,1.9,0,0,6.2,0.01081129,287.4788031
1249,18,Forest,HamusitChurch_Cultivated,Medium-sized,340372.4745,1302804.235,335,30.8,1.8,0,0,6.2,0.01081129,292.4578745
1250,18,Forest,HamusitChurch_Cultivated,Medium-sized,340368.0184,1302801.967,340,30.8,1.8,0,0,6.2,0.01081129,297.4376503
1251,19,Forest,PedaForest_Kuba,Medium-sized,325299.1118,1279685.027,0,27.1,5.5,0.72,0,5.4,0.016916667,79.19220687
1252,19,Forest,PedaForest_Kuba,Medium-sized,325300.9241,1279689.687,5,27.1,5.5,0.687,0,5.4,0.016916667,74.42469301
1253,19,Forest,PedaForest_Kuba,Medium-sized,325302.7363,1279694.347,10,27.1,5.5,0.655,0,5.4,0.016916667,69.68977505
1254,19,Forest,PedaForest_Kuba,Medium-sized,325304.5485,1279699.007,15,27.1,5.5,0.622,0,5.4,0.016916667,64.99456825
1255,19,Forest,PedaForest_Kuba,Medium-sized,325306.3608,1279703.667,20,27.1,5.5,0.59,0,5.4,0.016916667,60.34834435
1256,19,Forest,PedaForest_Kuba,Medium-sized,325308.173,1279708.327,25,27.3,5.3,0.557,0,5.4,0.016916667,55.76334691
1257,19,Forest,PedaForest_Kuba,Medium-sized,325309.9852,1279712.987,30,27.3,5.3,0.525,0,5.4,0.016916667,51.25600831
1258,19,Forest,PedaForest_Kuba,Medium-sized,325311.7975,1279717.647,35,27.3,5.3,0.513,0,5.4,0.016916667,46.84876322
1259,19,Forest,PedaForest_Kuba,Medium-sized,325313.6097,1279722.307,40,27.3,5.3,0.5,0,5.4,0.016916667,42.57268118
1260,19,Forest,PedaForest_Kuba,Medium-sized,325315.4219,1279726.967,45,27.4,5.2,0.488,0,5.4,0.016916667,38.47153609
1261,19,Forest,PedaForest_Kuba,Medium-sized,325317.2342,1279731.627,50,27.4,5.2,0.475,0.232,5.4,0.016916667,34.60761157
1262,19,Forest,PedaForest_Kuba,Medium-sized,325319.0464,1279736.287,55,27.5,5.1,0.463,0.132,5.4,0.016916667,31.06946607
1263,19,Forest,PedaForest_Kuba,Medium-sized,325320.8586,1279740.947,60,27.6,5,0.45,0.174,5.4,0.016916667,27.9809936
1264,19,Forest,PedaForest_Kuba,Medium-sized,325322.6821,1279745.603,65,27.6,5,0.438,0.27,5.4,0.016916667,25.51678407
1265,19,Forest,PedaForest_Kuba,Medium-sized,325324.5096,1279750.257,70,27.6,5,0.425,0.245,5.4,0.016916667,23.86408476
1266,19,Forest,PedaForest_Kuba,Medium-sized,325326.337,1279754.911,75,27.6,5,0.413,0.168,5.4,0.016916667,23.19218597
1267,19,Forest,PedaForest_Kuba,Medium-sized,325328.1645,1279759.565,80,27.7,4.9,0.401,0.308,5.4,0.016916667,23.58523448
1268,19,Forest,PedaForest_Kuba,Medium-sized,325329.992,1279764.219,85,27.8,4.8,0.388,0.265,5.4,0.016916667,24.99295951
1269,19,Forest,PedaForest_Kuba,Medium-sized,325331.8195,1279768.873,90,27.7,4.9,0.376,0.242,5.4,0.016916667,27.25860798
1270,19,Forest,PedaForest_Kuba,Medium-sized,325333.647,1279773.527,95,27.9,4.7,0.363,0.28,5.4,0.016916667,30.1557782
1271,19,Forest,PedaForest_Kuba,Medium-sized,325335.4745,1279778.181,100,28.1,4.5,0.351,0.313,5.4,0.016916667,33.21257182
1272,19,Forest,PedaForest_Kuba,Medium-sized,325337.3019,1279782.835,105,28.2,4.4,0.338,0.345,5.4,0.016916667,36.62179577
1273,19,Forest,PedaForest_Kuba,Medium-sized,325339.1294,1279787.489,110,28.4,4.2,0.326,0.378,5.4,0.016916667,40.36387208
1274,19,Forest,PedaForest_Kuba,Medium-sized,325340.9569,1279792.143,115,28.4,4.2,0.313,0.41,5.4,0.016916667,44.35456411
1275,19,Forest,PedaForest_Kuba,Medium-sized,325343.0908,1279796.635,120,28.5,4.1,0.301,0.443,5.4,0.016916667,48.68135191
1276,19,Forest,PedaForest_Kuba,Medium-sized,325345.92,1279800.758,125,28.7,3.9,0.288,0.475,5.4,0.016916667,53.43376798
1277,19,Forest,PedaForest_Kuba,Medium-sized,325348.7492,1279804.88,130,28.8,3.8,0.276,0.465,5.4,0.016916667,58.22708695
1278,19,Forest,PedaForest_Kuba,Medium-sized,325351.5785,1279809.003,135,28.8,3.8,0.264,0.46,5.4,0.016916667,63.0531718
1279,19,Forest,PedaForest_Kuba,Medium-sized,325354.4077,1279813.125,140,28.9,3.7,0.251,0.536,5.4,0.016916667,67.90374367
1280,19,Forest,PedaForest_Kuba,Medium-sized,325357.3496,1279817.164,145,29.2,3.4,0.239,0.677,5.4,0.016916667,72.80053755
1281,19,Forest,PedaForest_Kuba,Medium-sized,325360.4633,1279821.077,150,29.2,3.4,0.226,0.81,5.4,0.016916667,77.74803979
